 Day:+25, З 1м/с, 746,  Evening:+23, 744
 Day:+22, ЮЗ 3м/с, 749,  Evening:+18, 749
 Day:+22, З 2м/с, 749,  Evening:+18, 749
 Day:+25, Ю 3м/с, 747,  Evening:+20, 748
 Day:+26, В 2м/с, 750,  Evening:+21, 752
 Day:+25, В 3м/с, 756,  Evening:+18, 757
 Day:+23, ЮВ 3м/с, 756,  Evening:+20, 756
 Day:+28, В 3м/с, 755,  Evening:+23, 754
 Day:+32, Ю 4м/с, 753,  Evening:+26, 753
 Day:+33, Ю 2м/с, 753,  Evening:+27, 752
 Day:+33, ЮЗ 3м/с, 751,  Evening:+21, 751
 Day:+33, Ю 2м/с, 750,  Evening:+22, 750
 Day:+33, СЗ 2м/с, 749,  Evening:+26, 748
 Day:+31, В 2м/с, 748,  Evening:+25, 748
 Day:+19, В 2м/с, 748,  Evening:+18, 746
 Day:+26, З 2м/с, 750,  Evening:+24, 750
 Day:+34, ЮЗ 3м/с, 746,  Evening:+25, 748
 Day:+35, Ю 2м/с, 746,  Evening:+31, 746
 Day:+24, СЗ 3м/с, 749,  Evening:+22, 749
 Day:+24, СЗ 3м/с, 748,  Evening:+16, 750
 Day:+23, С 2м/с, 752,  Evening:+18, 752
 Day:+24, С 1м/с, 753,  Evening:+20, 752
 Day:+29, СВ 2м/с, 748,  Evening:+25, 746
 Day:+26, В 1м/с, 743,  Evening:+21, 742
 Day:+28, З 2м/с, 741,  Evening:+21, 743
 Day:+6, ЮЗ 3м/с, 752,  Evening:+6, 751
 Day:+9, Ю 1м/с, 748,  Evening:+2, 747
 Day:+7, ЮВ 2м/с, 742,  Evening:+3, 741
 Day:+6, СЗ 2м/с, 742,  Evening:+2, 744
 Day:+8, ЮЗ 2м/с, 746,  Evening:+4, 747
 Day:+2, В 4м/с, 743,  Evening:+2, 741
 Day:+8, З 1м/с, 747,  Evening:+5, 749
 Day:+13, ЮВ 2м/с, 747,  Evening:+9, 749
 Day:+5, С 2м/с, 753,  Evening:+2, 755
 Day:+16, В 2м/с, 753,  Evening:+15, 753
 Day:+19, ЮВ 2м/с, 758,  Evening:+11, 759
 Day:+22, В 1м/с, 762,  Evening:+18, 763
 Day:+23, Ю 2м/с, 762,  Evening:+17, 761
 Day:+21, ЮВ 3м/с, 757,  Evening:+17, 755
 Day:+24, В 2м/с, 752,  Evening:+17, 752
 Day:+25, С 1м/с, 751,  Evening:+17, 752
 Day:+22, В 3м/с, 752,  Evening:+16, 752
 Day:+18, СВ 3м/с, 751,  Evening:+14, 752
 Day:+12, В 4м/с, 754,  Evening:+7, 756
 Day:+12, ЮВ 4м/с, 758,  Evening:+8, 757
 Day:+3, В 3м/с, 756,  Evening:+3, 756
 Day:+11, ЮВ 3м/с, 756,  Evening:+6, 758
 Day:+15, В 2м/с, 754,  Evening:+9, 753
 Day:+10, ЮВ 1м/с, 746,  Evening:+9, 745
 Day:+8, ЮЗ 3м/с, 749,  Evening:+8, 749
 Day:+15, З 3м/с, 749,  Evening:+9, 749
 Day:+8, ЮЗ 2м/с, 746,  Evening:+7, 746
 Day:+12, ЮЗ 5м/с, 748,  Evening:+7, 749
 Day:+14, З 3м/с, 752,  Evening:+10, 753
 Day:-9, СЗ 2м/с, 752,  Evening:-12, 752
 Day:-3, ЮЗ 3м/с, 741,  Evening:-2, 740
 Day:0, СЗ 2м/с, 740,  Evening:-3, 743
 Day:-2, ЮЗ 2м/с, 738,  Evening:+1, 738
 Day:-1, СЗ 2м/с, 741,  Evening:-7, 745
 Day:-4, СЗ 1м/с, 748,  Evening:-7, 747
 Day:-5, ЮЗ 3м/с, 745,  Evening:-7, 743
 Day:-1, ЮЗ 3м/с, 739,  Evening:-2, 740
 Day:-2, СВ 1м/с, 743,  Evening:-7, 743
 Day:-12, СЗ 3м/с, 746,  Evening:-16, 749
 Day:-10, З 4м/с, 752,  Evening:-14, 754
 Day:-4, З 1м/с, 759,  Evening:-10, 761
 Day:-7, ЮЗ 2м/с, 762,  Evening:-13, 761
 Day:-5, Ю 3м/с, 759,  Evening:-9, 759
 Day:-3, ЮЗ 2м/с, 758,  Evening:-10, 759
 Day:-3, ЮВ 2м/с, 760,  Evening:-8, 759
 Day:-3, В 4м/с, 754,  Evening:-5, 752
 Day:0, В 2м/с, 743,  Evening:-1, 743
 Day:0, С 2м/с, 738,  Evening:-2, 739
 Day:-1, СЗ 2м/с, 743,  Evening:-2, 744
 Day:0, ЮЗ 2м/с, 743,  Evening:-4, 744
 Day:+1, Ю 2м/с, 744,  Evening:0, 745
 Day:+3, Ю 2м/с, 747,  Evening:0, 748
 Day:+2, В 2м/с, 749,  Evening:0, 749
 Day:+4, СВ 3м/с, 748,  Evening:+2, 748
 Day:+6, В 2м/с, 746,  Evening:-1, 746
 Day:+5, СЗ 1м/с, 746,  Evening:+3, 749
 Day:+4, СВ 3м/с, 754,  Evening:+2, 756
 Day:+6, В 2м/с, 761,  Evening:+3, 761
 Day:+9, СЗ 1м/с, 764,  Evening:-2, 763
 Day:-2, З 2м/с, 752,  Evening:-4, 754
 Day:+1, З 2м/с, 749,  Evening:-4, 751
 Day:-6, В 2м/с, 751,  Evening:-5, 749
 Day:+2, Ю 2м/с, 744,  Evening:+1, 744
 Day:+1, ЮВ 3м/с, 735,  Evening:+1, 733
 Day:-10, З 4м/с, 736,  Evening:-14, 738
 Day:-18, З 3м/с, 740,  Evening:-19, 741
 Day:-19, З 3м/с, 747,  Evening:-21, 751
 Day:-17, З 2м/с, 757,  Evening:-17, 756
 Day:-15, В 2м/с, 752,  Evening:-16, 753
 Day:-10, В 3м/с, 752,  Evening:-9, 751
 Day:-6, В 3м/с, 750,  Evening:-4, 749
 Day:-1, ЮВ 2м/с, 743,  Evening:-3, 743
 Day:-10, З 2м/с, 744,  Evening:-15, 747
 Day:-15, З 2м/с, 750,  Evening:-19, 752
 Day:-16, З 2м/с, 757,  Evening:-20, 758
 Day:-16, В 2м/с, 756,  Evening:-19, 755
 Day:-13, С 1м/с, 750,  Evening:-19, 752
 Day:-15, З 3м/с, 750,  Evening:-18, 751
 Day:-15, З 2м/с, 757,  Evening:-22, 758
 Day:-16, Ш, 757,  Evening:-20, 757
 Day:-17, СЗ 2м/с, 752,  Evening:-22, 753
 Day:-24, СЗ 3м/с, 756,  Evening:-25, 759
 Day:-19, СЗ 3м/с, 761,  Evening:-22, 762
 Day:-19, ЮВ 1м/с, 757,  Evening:-17, 752
 Day:-13, В 3м/с, 749,  Evening:-12, 743
 Day:+3, ЮЗ 2м/с, 735,  Evening:-9, 737
 Day:-9, В 2м/с, 761,  Evening:-11, 761
 Day:-12, В 3м/с, 761,  Evening:-11, 760
 Day:-6, ЮВ 1м/с, 762,  Evening:-5, 764
 Day:-4, ЮВ 1м/с, 767,  Evening:-3, 767
 Day:-6, ЮЗ 2м/с, 766,  Evening:-9, 766
 Day:-13, В 3м/с, 764,  Evening:-15, 764
 Day:-12, В 3м/с, 759,  Evening:-11, 758
 Day:-8, В 4м/с, 755,  Evening:-9, 752
 Day:-3, В 2м/с, 751,  Evening:-3, 748
 Day:-3, З 3м/с, 741,  Evening:-6, 745
 Day:-15, С 2м/с, 749,  Evening:-19, 750
 Day:-17, В 2м/с, 754,  Evening:-18, 755
 Day:-17, В 3м/с, 759,  Evening:-16, 758
 Day:-11, В 3м/с, 749,  Evening:-10, 747
 Day:-6, СВ 3м/с, 743,  Evening:-6, 740
 Day:-7, ЮЗ 3м/с, 740,  Evening:-5, 739
 Day:-14, З 2м/с, 746,  Evening:-18, 749
 Day:-18, З 1м/с, 751,  Evening:-17, 749
 Day:-16, З 2м/с, 746,  Evening:-21, 747
 Day:-19, З 2м/с, 749,  Evening:-21, 751
 Day:-14, З 3м/с, 752,  Evening:-12, 752
 Day:-10, З 2м/с, 750,  Evening:-14, 753
 Day:-9, В 2м/с, 755,  Evening:-8, 754
 Day:+3, ЮЗ 1м/с, 757,  Evening:0, 758
 Day:-2, ЮВ 2м/с, 759,  Evening:-3, 759
 Day:-7, ЮВ 2м/с, 758,  Evening:-7, 758
 Day:-7, ЮВ 2м/с, 756,  Evening:-7, 755
 Day:-7, В 3м/с, 751,  Evening:-7, 749
 Day:-3, ЮВ 1м/с, 745,  Evening:-4, 744
 Day:-3, В 3м/с, 746,  Evening:-2, 746
 Day:-7, В 3м/с, 771,  Evening:-8, 771
 Day:-13, В 1м/с, 770,  Evening:-15, 770
 Day:-12, З 1м/с, 770,  Evening:-16, 770
 Day:-11, З 1м/с, 770,  Evening:-16, 770
 Day:-12, З 1м/с, 771,  Evening:-15, 771
 Day:-13, З 1м/с, 772,  Evening:-13, 772
 Day:-6, С 2м/с, 769,  Evening:-7, 768
 Day:-5, СЗ 3м/с, 767,  Evening:-7, 767
 Day:-7, Ш, 767,  Evening:-10, 767
 Day:-8, З 1м/с, 767,  Evening:-9, 767
 Day:-14, В 2м/с, 768,  Evening:-16, 768
 Day:-10, ЮВ 1м/с, 769,  Evening:-13, 769
 Day:-15, В 2м/с, 768,  Evening:-17, 767
 Day:-14, В 3м/с, 765,  Evening:-15, 764
 Day:-13, В 2м/с, 762,  Evening:-13, 761
 Day:-8, ЮВ 2м/с, 757,  Evening:-8, 756
 Day:-7, ЮЗ 1м/с, 754,  Evening:-7, 752
 Day:0, З 1м/с, 751,  Evening:-3, 754
 Day:-13, СЗ 1м/с, 761,  Evening:-15, 764
 Day:-14, В 1м/с, 767,  Evening:-15, 767
 Day:-15, ЮЗ 1м/с, 767,  Evening:-17, 767
 Day:-9, ЮЗ 2м/с, 762,  Evening:-10, 761
 Day:-9, З 1м/с, 758,  Evening:-10, 758
 Day:-9, З 1м/с, 758,  Evening:-13, 758
 Day:-10, ЮЗ 1м/с, 758,  Evening:-13, 758
 Day:-11, ЮВ 2м/с, 755,  Evening:-8, 752
 Day:-3, З 2м/с, 752,  Evening:-4, 754
 Day:-4, Ш, 762,  Evening:-9, 763
 Day:-8, СВ 1м/с, 765,  Evening:-9, 765
 Day:-9, Ю 1м/с, 764,  Evening:-9, 764
 Day:+8, СВ 3м/с, 756,  Evening:+5, 757
 Day:+8, В 2м/с, 757,  Evening:+5, 758
 Day:+7, В 2м/с, 760,  Evening:+5, 760
 Day:+7, В 1м/с, 759,  Evening:+2, 758
 Day:+4, З 1м/с, 754,  Evening:+4, 752
 Day:+6, ЮЗ 2м/с, 742,  Evening:+5, 740
 Day:+4, СЗ 3м/с, 740,  Evening:+3, 743
 Day:+7, З 3м/с, 740,  Evening:+7, 742
 Day:+2, З 3м/с, 751,  Evening:0, 751
 Day:+1, СЗ 2м/с, 747,  Evening:0, 748
 Day:+1, СЗ 4м/с, 752,  Evening:0, 754
 Day:0, З 3м/с, 755,  Evening:-1, 754
 Day:0, З 2м/с, 756,  Evening:-1, 755
 Day:-5, СВ 2м/с, 760,  Evening:-7, 761
 Day:-7, СВ 2м/с, 767,  Evening:-10, 767
 Day:-8, В 1м/с, 770,  Evening:-9, 770
 Day:-6, В 1м/с, 773,  Evening:-12, 773
 Day:-6, Ш, 773,  Evening:-9, 771
 Day:-5, Ю 2м/с, 767,  Evening:-7, 767
 Day:-5, Ю 2м/с, 765,  Evening:-8, 766
 Day:-6, В 2м/с, 767,  Evening:-8, 766
 Day:-6, В 2м/с, 763,  Evening:-6, 761
 Day:-5, В 3м/с, 755,  Evening:-5, 754
 Day:-1, Ю 2м/с, 752,  Evening:-2, 751
 Day:-3, В 2м/с, 749,  Evening:-4, 749
 Day:-4, СЗ 1м/с, 752,  Evening:-6, 753
 Day:-5, Ю 1м/с, 756,  Evening:-7, 758
 Day:-1, ЮВ 2м/с, 762,  Evening:-2, 764
 Day:-2, В 2м/с, 770,  Evening:-6, 772
 Day:+20, В 1м/с, 761,  Evening:+11, 761
 Day:+20, З 1м/с, 761,  Evening:+10, 761
 Day:+20, З 2м/с, 760,  Evening:+12, 760
 Day:+14, С 2м/с, 762,  Evening:+8, 764
 Day:+14, Ю 1м/с, 765,  Evening:+6, 764
 Day:+14, З 3м/с, 761,  Evening:+12, 760
 Day:+18, ЮЗ 1м/с, 760,  Evening:+13, 761
 Day:+15, ЮВ 2м/с, 765,  Evening:+10, 766
 Day:+15, Ю 1м/с, 766,  Evening:+11, 765
 Day:+15, ЮЗ 2м/с, 764,  Evening:+12, 763
 Day:+15, Ю 2м/с, 762,  Evening:+9, 761
 Day:+18, ЮВ 2м/с, 758,  Evening:+13, 758
 Day:+19, В 1м/с, 757,  Evening:+15, 757
 Day:+19, ЮЗ 2м/с, 755,  Evening:+15, 754
 Day:+21, Ю 3м/с, 751,  Evening:+17, 750
 Day:+16, З 2м/с, 749,  Evening:+16, 745
 Day:+8, С 1м/с, 753,  Evening:+3, 755
 Day:+12, В 3м/с, 750,  Evening:+14, 746
 Day:+13, З 2м/с, 749,  Evening:+6, 749
 Day:+10, З 2м/с, 748,  Evening:+7, 748
 Day:+3, З 2м/с, 749,  Evening:+2, 751
 Day:+4, З 2м/с, 753,  Evening:-1, 754
 Day:+4, ЮВ 2м/с, 747,  Evening:+7, 745
 Day:+14, З 2м/с, 743,  Evening:+9, 746
 Day:+9, В 1м/с, 742,  Evening:+7, 743
 Day:+4, СЗ 2м/с, 752,  Evening:+1, 756
 Day:+4, С 2м/с, 762,  Evening:+1, 764
 Day:+5, Ю 2м/с, 764,  Evening:+2, 764
 Day:+6, В 2м/с, 761,  Evening:+3, 761
 Day:+7, В 2м/с, 756,  Evening:+3, 755
 Day:+31, З 3м/с, 749,  Evening:+25, 749
 Day:+18, С 3м/с, 755,  Evening:+16, 757
 Day:+20, СВ 3м/с, 760,  Evening:+16, 761
 Day:+20, В 2м/с, 758,  Evening:+12, 758
 Day:+21, В 2м/с, 756,  Evening:+17, 755
 Day:+21, В 2м/с, 756,  Evening:+17, 756
 Day:+25, З 2м/с, 756,  Evening:+15, 756
 Day:+27, З 2м/с, 754,  Evening:+21, 752
 Day:+12, В 2м/с, 747,  Evening:+12, 746
 Day:+17, З 1м/с, 749,  Evening:+14, 749
 Day:+18, З 2м/с, 746,  Evening:+14, 749
 Day:+17, СЗ 1м/с, 754,  Evening:+10, 755
 Day:+19, З 2м/с, 756,  Evening:+17, 753
 Day:+13, З 2м/с, 746,  Evening:+9, 746
 Day:+15, СЗ 2м/с, 744,  Evening:+10, 744
 Day:+11, СЗ 4м/с, 747,  Evening:+11, 749
 Day:+15, СЗ 2м/с, 752,  Evening:+10, 751
 Day:+20, Ю 2м/с, 746,  Evening:+16, 745
 Day:+11, С 1м/с, 737,  Evening:+9, 737
 Day:+10, З 4м/с, 740,  Evening:+7, 743
 Day:+11, З 3м/с, 747,  Evening:+11, 746
 Day:+16, З 4м/с, 748,  Evening:+15, 746
 Day:+19, СЗ 4м/с, 749,  Evening:+11, 751
 Day:+18, ЮВ 1м/с, 756,  Evening:+13, 758
 Day:+19, В 2м/с, 759,  Evening:+13, 758
 Day:+19, ЮВ 1м/с, 761,  Evening:+11, 761
 Day:+19, ЮВ 1м/с, 764,  Evening:+9, 764
 Day:+18, З 1м/с, 764,  Evening:+8, 764
 Day:+20, В 1м/с, 762,  Evening:+15, 762
 Day:+23, В 2м/с, 740,  Evening:+20, 737
 Day:+22, З 3м/с, 744,  Evening:+15, 745
 Day:+23, В 1м/с, 747,  Evening:+18, 748
 Day:+16, С 3м/с, 748,  Evening:+17, 748
 Day:+32, В 3м/с, 748,  Evening:+28, 749
 Day:+33, В 3м/с, 749,  Evening:+29, 749
 Day:+30, СЗ 2м/с, 746,  Evening:+21, 748
 Day:+23, С 3м/с, 746,  Evening:+20, 745
 Day:+22, СЗ 3м/с, 742,  Evening:+19, 742
 Day:+20, СЗ 4м/с, 743,  Evening:+17, 745
 Day:+23, СЗ 3м/с, 746,  Evening:+17, 746
 Day:+24, З 1м/с, 746,  Evening:+21, 745
 Day:+24, В 2м/с, 741,  Evening:+18, 741
 Day:+21, ЮЗ 1м/с, 740,  Evening:+17, 740
 Day:+18, СЗ 3м/с, 740,  Evening:+14, 741
 Day:+14, СЗ 3м/с, 743,  Evening:+14, 743
 Day:+17, З 2м/с, 740,  Evening:+16, 740
 Day:+19, СЗ 3м/с, 743,  Evening:+14, 744
 Day:+19, СЗ 3м/с, 745,  Evening:+13, 746
 Day:+19, З 3м/с, 746,  Evening:+13, 747
 Day:+18, С 1м/с, 748,  Evening:+15, 749
 Day:+18, СВ 1м/с, 749,  Evening:+15, 749
 Day:+23, СЗ 2м/с, 748,  Evening:+15, 749
 Day:+26, СЗ 2м/с, 749,  Evening:+16, 749
 Day:+28, З 2м/с, 748,  Evening:+21, 749
 Day:+29, СВ 1м/с, 748,  Evening:+22, 747
 Day:+28, ЮЗ 2м/с, 746,  Evening:+23, 746
 Day:+30, ЮЗ 2м/с, 744,  Evening:+23, 744
 Day:+21, ЮВ 1м/с, 747,  Evening:+17, 749
 Day:+22, СЗ 1м/с, 752,  Evening:+16, 753
 Day:+22, СЗ 2м/с, 749,  Evening:+19, 749
 Day:+26, З 2м/с, 747,  Evening:+18, 749
 Day:+29, З 2м/с, 751,  Evening:+21, 751
 Day:+32, З 2м/с, 750,  Evening:+23, 749
 Day:+31, З 2м/с, 747,  Evening:+27, 746
 Day:+34, З 2м/с, 746,  Evening:+27, 746
 Day:+37, З 2м/с, 746,  Evening:+31, 747
 Day:+35, В 3м/с, 748,  Evening:+29, 748
 Day:+35, Ю 2м/с, 747,  Evening:+30, 747
 Day:+31, СЗ 2м/с, 748,  Evening:+26, 749
 Day:+28, СВ 2м/с, 751,  Evening:+24, 751
 Day:+33, СВ 2м/с, 749,  Evening:+29, 748
 Day:+34, В 2м/с, 746,  Evening:+31, 746
 Day:+35, В 1м/с, 746,  Evening:+28, 746
 Day:+30, З 3м/с, 747,  Evening:+26, 747
 Day:+23, СЗ 1м/с, 747,  Evening:+22, 746
 Day:+29, З 2м/с, 747,  Evening:+24, 747
 Day:+28, СЗ 3м/с, 746,  Evening:+23, 746
 Day:+27, ЮЗ 3м/с, 746,  Evening:+21, 746
 Day:+27, ЮЗ 3м/с, 745,  Evening:+20, 745
 Day:+29, З 2м/с, 743,  Evening:+23, 743
 Day:+29, З 3м/с, 742,  Evening:+22, 741
 Day:+26, СЗ 2м/с, 740,  Evening:+22, 743
 Day:+24, СЗ 3м/с, 746,  Evening:+20, 747
 Day:+24, С 2м/с, 750,  Evening:+20, 751
 Day:+24, СЗ 2м/с, 752,  Evening:+19, 752
 Day:+25, СЗ 2м/с, 751,  Evening:+22, 752
 Day:+28, З 1м/с, 752,  Evening:+20, 751
 Day:+28, СЗ 2м/с, 751,  Evening:+20, 750
 Day:+32, З 2м/с, 747,  Evening:+25, 746
 Day:+23, З 3м/с, 746,  Evening:+19, 748
 Day:+16, СВ 1м/с, 749,  Evening:+16, 749
 Day:+23, СВ 2м/с, 747,  Evening:+21, 746
 Day:+17, В 3м/с, 746,  Evening:+17, 748
 Day:+26, ЮВ 2м/с, 749,  Evening:+20, 750
 Day:+18, Ш, 751,  Evening:+17, 751
 Day:+22, ЮЗ 2м/с, 751,  Evening:+18, 752
 Day:+21, З 2м/с, 752,  Evening:+18, 752
 Day:+19, Ш, 753,  Evening:+17, 753
 Day:+26, З 2м/с, 752,  Evening:+20, 752
 Day:+26, С 1м/с, 750,  Evening:+21, 749
 Day:+28, З 2м/с, 746,  Evening:+23, 748
 Day:+21, СВ 3м/с, 750,  Evening:+17, 751
 Day:+20, СВ 3м/с, 755,  Evening:+17, 755
 Day:+23, С 2м/с, 755,  Evening:+18, 755
 Day:+26, З 2м/с, 753,  Evening:+19, 752
 Day:+28, СЗ 2м/с, 749,  Evening:+21, 749
 Day:+26, СВ 3м/с, 749,  Evening:+19, 752
 Day:+23, В 2м/с, 752,  Evening:+20, 751
 Day:+28, З 2м/с, 748,  Evening:+19, 746
 Day:+22, С 2м/с, 747,  Evening:+16, 748
 Day:+19, СВ 2м/с, 750,  Evening:+14, 752
 Day:+20, С 1м/с, 752,  Evening:+15, 751
 Day:+16, З 2м/с, 750,  Evening:+15, 749
 Day:+16, С 2м/с, 751,  Evening:+13, 751
 Day:+20, СЗ 2м/с, 750,  Evening:+16, 750
 Day:+27, З 3м/с, 745,  Evening:+23, 743
 Day:+22, СЗ 3м/с, 743,  Evening:+17, 744
 Day:+22, СЗ 2м/с, 743,  Evening:+16, 743
 Day:+23, ЮЗ 3м/с, 746,  Evening:+19, 746
 Day:+15, С 2м/с, 750,  Evening:+10, 751
 Day:+19, В 2м/с, 753,  Evening:+14, 753
 Day:+23, В 2м/с, 754,  Evening:+19, 753
 Day:+25, В 3м/с, 754,  Evening:+19, 753
 Day:+18, В 3м/с, 751,  Evening:+18, 748
 Day:+26, ЮВ 2м/с, 746,  Evening:+21, 746
 Day:+28, Ю 3м/с, 745,  Evening:+22, 745
 Day:+27, ЮВ 2м/с, 741,  Evening:+18, 740
 Day:+19, ЮЗ 3м/с, 744,  Evening:+15, 745
 Day:+19, Ю 2м/с, 744,  Evening:+17, 743
 Day:+21, ЮЗ 2м/с, 743,  Evening:+18, 743
 Day:+19, З 3м/с, 743,  Evening:+15, 744
 Day:+15, СЗ 3м/с, 749,  Evening:+8, 749
 Day:+11, Ю 2м/с, 744,  Evening:+11, 741
 Day:+14, СЗ 2м/с, 745,  Evening:+11, 746
 Day:+17, З 2м/с, 747,  Evening:+12, 748
 Day:+18, З 2м/с, 744,  Evening:+15, 743
 Day:+8, З 3м/с, 740,  Evening:+6, 740
 Day:+12, СЗ 2м/с, 740,  Evening:+8, 743
 Day:+18, З 2м/с, 743,  Evening:+15, 743
 Day:+16, З 3м/с, 747,  Evening:+12, 746
 Day:+18, В 3м/с, 747,  Evening:+14, 746
 Day:+16, З 2м/с, 752,  Evening:+14, 754
 Day:+19, ЮЗ 1м/с, 758,  Evening:+12, 758
 Day:+23, В 5м/с, 754,  Evening:+20, 750
 Day:+25, С 2м/с, 751,  Evening:+19, 752
 Day:+22, СЗ 2м/с, 755,  Evening:+19, 755
 Day:+26, В 2м/с, 753,  Evening:+22, 752
 Day:+29, В 3м/с, 746,  Evening:+26, 745
 Day:+4, З 3м/с, 742,  Evening:-1, 743
 Day:+7, ЮЗ 4м/с, 745,  Evening:+6, 747
 Day:+12, Ю 2м/с, 749,  Evening:+8, 749
 Day:+16, З 3м/с, 748,  Evening:+12, 748
 Day:+7, С 2м/с, 749,  Evening:+3, 749
 Day:+5, СЗ 3м/с, 749,  Evening:+1, 751
 Day:+6, СЗ 3м/с, 756,  Evening:+1, 756
 Day:+9, З 2м/с, 749,  Evening:+8, 747
 Day:+17, ЮЗ 2м/с, 749,  Evening:+12, 750
 Day:+14, ЮЗ 4м/с, 749,  Evening:+10, 749
 Day:+14, ЮЗ 3м/с, 746,  Evening:+10, 743
 Day:+4, Ю 2м/с, 739,  Evening:+3, 740
 Day:+1, СЗ 2м/с, 746,  Evening:+2, 747
 Day:+15, Ю 2м/с, 747,  Evening:+11, 747
 Day:+16, ЮВ 4м/с, 742,  Evening:+11, 738
 Day:+7, ЮЗ 3м/с, 741,  Evening:+4, 740
 Day:+9, З 5м/с, 734,  Evening:+6, 737
 Day:+7, ЮЗ 3м/с, 743,  Evening:+6, 746
 Day:+10, З 3м/с, 750,  Evening:+9, 750
 Day:+15, ЮВ 2м/с, 749,  Evening:+13, 746
 Day:+10, ЮЗ 3м/с, 740,  Evening:+7, 739
 Day:+6, З 4м/с, 733,  Evening:+3, 735
 Day:+7, З 4м/с, 742,  Evening:+2, 743
 Day:+6, З 3м/с, 743,  Evening:+6, 743
 Day:+18, ЮЗ 5м/с, 739,  Evening:+14, 742
 Day:+19, ЮЗ 3м/с, 743,  Evening:+14, 743
 Day:+18, Ю 2м/с, 739,  Evening:+14, 738
 Day:+9, З 2м/с, 738,  Evening:+6, 742
 Day:+14, ЮЗ 3м/с, 745,  Evening:+13, 744
 Day:+3, З 3м/с, 752,  Evening:-3, 755
 Day:+5, ЮЗ 3м/с, 757,  Evening:+3, 758
 Day:+4, Ю 2м/с, 757,  Evening:0, 755
 Day:+1, ЮВ 2м/с, 752,  Evening:+1, 753
 Day:+2, В 3м/с, 760,  Evening:0, 761
 Day:+1, В 4м/с, 763,  Evening:-3, 762
 Day:+3, Ю 2м/с, 761,  Evening:+2, 760
 Day:+3, Ю 3м/с, 758,  Evening:+2, 758
 Day:+5, ЮЗ 1м/с, 755,  Evening:+5, 755
 Day:+8, ЮВ 1м/с, 753,  Evening:+6, 752
 Day:+12, ЮВ 3м/с, 747,  Evening:+9, 745
 Day:+10, ЮЗ 2м/с, 741,  Evening:+6, 741
 Day:+10, ЮЗ 4м/с, 738,  Evening:+8, 737
 Day:+1, З 1м/с, 741,  Evening:0, 740
 Day:+2, Ю 1м/с, 742,  Evening:+1, 743
 Day:0, С 1м/с, 749,  Evening:+1, 753
 Day:+6, З 3м/с, 755,  Evening:+4, 757
 Day:+10, ЮЗ 3м/с, 758,  Evening:+6, 757
 Day:+12, ЮЗ 4м/с, 748,  Evening:+7, 746
 Day:+4, С 3м/с, 742,  Evening:+1, 743
 Day:0, З 2м/с, 748,  Evening:0, 750
 Day:-3, СВ 3м/с, 757,  Evening:-4, 757
 Day:-2, СВ 2м/с, 754,  Evening:+2, 752
 Day:-2, З 2м/с, 760,  Evening:-3, 761
 Day:+3, З 1м/с, 763,  Evening:-2, 763
 Day:+5, З 3м/с, 758,  Evening:+3, 758
 Day:+11, СВ 2м/с, 760,  Evening:+2, 761
 Day:+9, ЮВ 2м/с, 758,  Evening:+6, 757
 Day:+14, Ю 1м/с, 751,  Evening:+10, 749
 Day:+15, ЮВ 3м/с, 746,  Evening:+11, 745
 Day:0, ЮЗ 1м/с, 745,  Evening:-1, 746
 Day:-1, В 2м/с, 745,  Evening:-1, 743
 Day:+1, ЮЗ 3м/с, 729,  Evening:+2, 730
 Day:0, З 3м/с, 730,  Evening:-1, 733
 Day:-2, З 3м/с, 739,  Evening:-4, 742
 Day:-6, З 2м/с, 743,  Evening:-9, 743
 Day:-7, С 1м/с, 737,  Evening:-9, 740
 Day:-12, СЗ 2м/с, 746,  Evening:-15, 750
 Day:-12, З 2м/с, 755,  Evening:-15, 756
 Day:-7, ЮЗ 3м/с, 749,  Evening:-7, 749
 Day:-5, Ю 2м/с, 750,  Evening:-7, 751
 Day:-5, Ю 1м/с, 751,  Evening:-8, 750
 Day:-5, В 1м/с, 748,  Evening:-8, 747
 Day:-6, С 1м/с, 750,  Evening:-8, 752
 Day:-5, ЮЗ 1м/с, 758,  Evening:-7, 759
 Day:-5, В 1м/с, 764,  Evening:-5, 764
 Day:0, ЮЗ 2м/с, 758,  Evening:0, 756
 Day:+2, ЮЗ 3м/с, 752,  Evening:+1, 752
 Day:+1, ЮЗ 2м/с, 748,  Evening:+1, 748
 Day:+3, З 1м/с, 752,  Evening:0, 753
 Day:+3, Ш, 756,  Evening:-4, 758
 Day:-2, В 2м/с, 761,  Evening:-5, 760
 Day:-2, ЮВ 2м/с, 751,  Evening:-2, 746
 Day:+2, ЮЗ 2м/с, 740,  Evening:+1, 742
 Day:0, В 3м/с, 735,  Evening:+1, 734
 Day:+1, З 3м/с, 742,  Evening:-1, 744
 Day:+3, Ю 3м/с, 744,  Evening:+4, 743
 Day:+3, В 2м/с, 744,  Evening:+3, 743
 Day:-2, ЮЗ 1м/с, 738,  Evening:-2, 740
 Day:-6, СЗ 1м/с, 749,  Evening:-7, 750
 Day:-5, Ю 1м/с, 751,  Evening:-2, 749
 Day:-2, ЮЗ 3м/с, 745,  Evening:-1, 745
 Day:-1, ЮЗ 1м/с, 748,  Evening:-1, 750
 Day:0, Ш, 755,  Evening:-2, 756
 Day:-2, З 2м/с, 757,  Evening:-4, 758
 Day:-4, В 1м/с, 760,  Evening:-4, 759
